"KingdomName","YearUpTo","RedListCategory","NumSpp","NumAssessWithinKingdom","NumAssessWithinRLcat","PropSppKingdomNoDD","PropSppKingdomWithDD","PropSppAllTaxaByCat"
"ANIMALIA",1996,"All Categories",2555,2555,2555,NA,1,1
"ANIMALIA",1996,"Near Threatened",0,2555,0,0,0,0
"ANIMALIA",1996,"Vulnerable",944,2555,944,0.470822942643392,0.369471624266145,1
"ANIMALIA",1996,"Endangered",253,2555,253,0.126184538653367,0.0990215264187867,1
"ANIMALIA",1996,"Least Concern",0,2555,0,0,0,0
"ANIMALIA",1996,"Data Deficient",550,2555,550,0.27431421446384,0.215264187866928,1
"ANIMALIA",1996,"Extinct",235,2555,235,0.117206982543641,0.0919765166340509,1
"ANIMALIA",1996,"Extinct in the Wild",7,2555,7,0.00349127182044888,0.00273972602739726,1
"ANIMALIA",1996,"Critically Endangered",254,2555,254,0.126683291770574,0.099412915851272,1
"ANIMALIA",1996,"Lower Risk/conservation dependent",24,2555,24,0.0119700748129676,0.00939334637964775,1
"ANIMALIA",1996,"Lower Risk/least concern",71,2555,71,0.0354114713216958,0.0277886497064579,1
"ANIMALIA",1996,"Lower Risk/near threatened",217,2555,217,0.108229426433915,0.0849315068493151,1
"ANIMALIA",1996,"All Threatened",1693,2555,1693,0.844389027431421,0.662622309197652,1
"ANIMALIA",1998,"All Categories",2555,2555,8431,NA,1,0.30304827422607
"ANIMALIA",1998,"Near Threatened",0,2555,0,0,0,0
"ANIMALIA",1998,"Vulnerable",944,2555,3573,0.470822942643392,0.369471624266145,0.264203750349846
"ANIMALIA",1998,"Endangered",253,2555,1219,0.126184538653367,0.0990215264187867,0.207547169811321
"ANIMALIA",1998,"Least Concern",0,2555,0,0,0,0
"ANIMALIA",1998,"Data Deficient",550,2555,828,0.27431421446384,0.215264187866928,0.664251207729469
"ANIMALIA",1998,"Extinct",235,2555,288,0.117206982543641,0.0919765166340509,0.815972222222222
"ANIMALIA",1998,"Extinct in the Wild",7,2555,16,0.00349127182044888,0.00273972602739726,0.4375
"ANIMALIA",1998,"Critically Endangered",254,2555,973,0.126683291770574,0.099412915851272,0.261048304213772
"ANIMALIA",1998,"Lower Risk/conservation dependent",24,2555,202,0.0119700748129676,0.00939334637964775,0.118811881188119
"ANIMALIA",1998,"Lower Risk/least concern",71,2555,574,0.0354114713216958,0.0277886497064579,0.123693379790941
"ANIMALIA",1998,"Lower Risk/near threatened",217,2555,758,0.108229426433915,0.0849315068493151,0.286279683377309
"ANIMALIA",1998,"All Threatened",1693,2555,6069,0.844389027431421,0.662622309197652,0.278958642280442
"ANIMALIA",2000,"All Categories",2798,2798,8924,NA,1,0.31353653070372
"ANIMALIA",2000,"Near Threatened",0,2798,0,0,0,0
"ANIMALIA",2000,"Vulnerable",1000,2798,3697,0.447427293064877,0.357398141529664,0.270489586150933
"ANIMALIA",2000,"Endangered",297,2798,1301,0.132885906040268,0.10614724803431,0.228285933897002
"ANIMALIA",2000,"Least Concern",0,2798,0,0,0,0
"ANIMALIA",2000,"Data Deficient",563,2798,845,0.251901565995526,0.201215153681201,0.666272189349112
"ANIMALIA",2000,"Extinct",297,2798,352,0.132885906040268,0.10614724803431,0.84375
"ANIMALIA",2000,"Extinct in the Wild",10,2798,19,0.00447427293064877,0.00357398141529664,0.526315789473684
"ANIMALIA",2000,"Critically Endangered",297,2798,1110,0.132885906040268,0.10614724803431,0.267567567567568
"ANIMALIA",2000,"Lower Risk/conservation dependent",25,2798,205,0.0111856823266219,0.0089349535382416,0.121951219512195
"ANIMALIA",2000,"Lower Risk/least concern",82,2798,603,0.0366890380313199,0.0293066476054325,0.135986733001658
"ANIMALIA",2000,"Lower Risk/near threatened",227,2798,792,0.101565995525727,0.0811293781272337,0.286616161616162
"ANIMALIA",2000,"All Threatened",1901,2798,6479,0.850559284116331,0.679413867047891,0.293409476771107
"ANIMALIA",2002,"All Categories",2800,2800,8927,NA,1,0.313655203315784
"ANIMALIA",2002,"Near Threatened",0,2800,0,0,0,0
"ANIMALIA",2002,"Vulnerable",1000,2800,3697,0.447027268663388,0.357142857142857,0.270489586150933
"ANIMALIA",2002,"Endangered",298,2800,1302,0.13321412606169,0.106428571428571,0.228878648233487
"ANIMALIA",2002,"Least Concern",0,2800,0,0,0,0
"ANIMALIA",2002,"Data Deficient",563,2800,845,0.251676352257488,0.201071428571429,0.666272189349112
"ANIMALIA",2002,"Extinct",297,2800,352,0.132767098793026,0.106071428571429,0.84375
"ANIMALIA",2002,"Extinct in the Wild",11,2800,20,0.00491729995529727,0.00392857142857143,0.55
"ANIMALIA",2002,"Critically Endangered",297,2800,1111,0.132767098793026,0.106071428571429,0.267326732673267
"ANIMALIA",2002,"Lower Risk/conservation dependent",25,2800,205,0.0111756817165847,0.00892857142857143,0.121951219512195
"ANIMALIA",2002,"Lower Risk/least concern",82,2800,603,0.0366562360303979,0.0292857142857143,0.135986733001658
"ANIMALIA",2002,"Lower Risk/near threatened",227,2800,792,0.101475189986589,0.0810714285714286,0.286616161616162
"ANIMALIA",2002,"All Threatened",1903,2800,6482,0.850692892266428,0.679642857142857,0.293582227707498
"ANIMALIA",2003,"All Categories",2888,2888,10274,NA,1,0.281097917072221
"ANIMALIA",2003,"Near Threatened",10,2888,134,0.00432900432900433,0.00346260387811634,0.0746268656716418
"ANIMALIA",2003,"Vulnerable",1015,2888,4135,0.439393939393939,0.351454293628809,0.24546553808948
"ANIMALIA",2003,"Endangered",306,2888,1608,0.132467532467532,0.10595567867036,0.190298507462687
"ANIMALIA",2003,"Least Concern",6,2888,71,0.0025974025974026,0.00207756232686981,0.0845070422535211
"ANIMALIA",2003,"Data Deficient",578,2888,1034,0.25021645021645,0.200138504155125,0.55899419729207
"ANIMALIA",2003,"Extinct",299,2888,362,0.129437229437229,0.103531855955679,0.825966850828729
"ANIMALIA",2003,"Extinct in the Wild",11,2888,23,0.00476190476190476,0.00380886426592798,0.478260869565217
"ANIMALIA",2003,"Critically Endangered",329,2888,1307,0.142424242424242,0.113919667590028,0.251721499617445
"ANIMALIA",2003,"Lower Risk/conservation dependent",25,2888,205,0.0108225108225108,0.00865650969529086,0.121951219512195
"ANIMALIA",2003,"Lower Risk/least concern",82,2888,603,0.0354978354978355,0.028393351800554,0.135986733001658
"ANIMALIA",2003,"Lower Risk/near threatened",227,2888,792,0.0982683982683983,0.078601108033241,0.286616161616162
"ANIMALIA",2003,"All Threatened",1960,2888,7435,0.848484848484849,0.678670360110803,0.263618022864828
"ANIMALIA",2004,"All Categories",5779,5779,15311,NA,1,0.37744105545033
"ANIMALIA",2004,"Near Threatened",179,5779,434,0.0411778237865194,0.0309742169925593,0.412442396313364
"ANIMALIA",2004,"Vulnerable",1296,5779,5229,0.298136645962733,0.224260252638865,0.247848537005164
"ANIMALIA",2004,"Endangered",627,5779,2505,0.14423740510697,0.108496279633155,0.250299401197605
"ANIMALIA",2004,"Least Concern",1050,5779,1439,0.241545893719807,0.181692334313895,0.729673384294649
"ANIMALIA",2004,"Data Deficient",1432,5779,1987,0.329422590292156,0.247793735940474,0.720684448917967
"ANIMALIA",2004,"Extinct",329,5779,396,0.0756843800322061,0.0569302647516871,0.830808080808081
"ANIMALIA",2004,"Extinct in the Wild",12,5779,24,0.00276052449965493,0.00207648382073023,0.5
"ANIMALIA",2004,"Critically Endangered",520,5779,1697,0.11962272831838,0.0899809655649766,0.306423099587507
"ANIMALIA",2004,"Lower Risk/conservation dependent",25,5779,205,0.00575109270761445,0.00432600795985465,0.121951219512195
"ANIMALIA",2004,"Lower Risk/least concern",82,5779,603,0.0188635840809754,0.0141893061083232,0.135986733001658
"ANIMALIA",2004,"Lower Risk/near threatened",227,5779,792,0.0522199217851392,0.0392801522754802,0.286616161616162
"ANIMALIA",2004,"All Threatened",2784,5779,9851,0.640441683919945,0.481744246409413,0.282610902446452
"ANIMALIA",2006,"All Categories",6701,6701,16286,NA,1,0.411457693724672
"ANIMALIA",2006,"Near Threatened",230,6701,488,0.0452845048237842,0.0343232353380093,0.471311475409836
"ANIMALIA",2006,"Vulnerable",1437,6701,5370,0.282929710572947,0.214445605133562,0.267597765363129
"ANIMALIA",2006,"Endangered",730,6701,2627,0.143729080527663,0.108938964333682,0.277883517320137
"ANIMALIA",2006,"Least Concern",1405,6701,1794,0.276629257727899,0.209670198477839,0.783166109253066
"ANIMALIA",2006,"Data Deficient",1622,6701,2179,0.319354203583383,0.242053424861961,0.744378155117026
"ANIMALIA",2006,"Extinct",334,6701,402,0.065760976570191,0.0498433069691091,0.830845771144279
"ANIMALIA",2006,"Extinct in the Wild",12,6701,24,0.00236266981689309,0.00179077749589613,0.5
"ANIMALIA",2006,"Critically Endangered",597,6701,1802,0.117542823390431,0.0890911804208327,0.331298557158713
"ANIMALIA",2006,"Lower Risk/conservation dependent",25,6701,205,0.00492222878519394,0.00373078644978361,0.121951219512195
"ANIMALIA",2006,"Lower Risk/least concern",82,6701,603,0.0161449104154361,0.0122369795552903,0.135986733001658
"ANIMALIA",2006,"Lower Risk/near threatened",227,6701,792,0.0446938373695609,0.0338755409640352,0.286616161616162
"ANIMALIA",2006,"All Threatened",3110,6701,10225,0.612325260878126,0.464109834353082,0.304156479217604
"ANIMALIA",2007,"All Categories",7514,7514,17249,NA,1,0.435619456200359
"ANIMALIA",2007,"Near Threatened",265,7514,525,0.0462962962962963,0.0352675006654245,0.504761904761905
"ANIMALIA",2007,"Vulnerable",1492,7514,5434,0.260656883298393,0.198562682991749,0.274567537725432
"ANIMALIA",2007,"Endangered",775,7514,2684,0.135394828791055,0.103140803832845,0.288748137108793
"ANIMALIA",2007,"Least Concern",1900,7514,2316,0.3319357092942,0.252861325525685,0.820379965457686
"ANIMALIA",2007,"Data Deficient",1790,7514,2419,0.312718378756115,0.23822198562683,0.739975196362133
"ANIMALIA",2007,"Extinct",334,7514,403,0.0583508036338225,0.0444503593292521,0.8287841191067
"ANIMALIA",2007,"Extinct in the Wild",12,7514,24,0.00209643605870021,0.00159701889805696,0.5
"ANIMALIA",2007,"Critically Endangered",612,7514,1844,0.106918238993711,0.081447963800905,0.331887201735358
"ANIMALIA",2007,"Lower Risk/conservation dependent",25,7514,205,0.0043675751222921,0.00332712270428533,0.121951219512195
"ANIMALIA",2007,"Lower Risk/least concern",82,7514,603,0.0143256464011181,0.0109129624700559,0.135986733001658
"ANIMALIA",2007,"Lower Risk/near threatened",227,7514,792,0.0396575821104123,0.0302102741549108,0.286616161616162
"ANIMALIA",2007,"All Threatened",3225,7514,10389,0.563417190775681,0.429198828852808,0.310424487438637
"ANIMALIA",2008,"All Categories",11106,11106,20856,NA,1,0.532508630609896
"ANIMALIA",2008,"Near Threatened",543,11106,805,0.0657464584090083,0.048892490545651,0.674534161490683
"ANIMALIA",2008,"Vulnerable",2011,11106,5955,0.243491948177745,0.181073293715109,0.337699412258606
"ANIMALIA",2008,"Endangered",1057,11106,2969,0.127981595834847,0.0951737799387718,0.356012125294712
"ANIMALIA",2008,"Least Concern",3138,11106,3554,0.379949146385761,0.282549972987574,0.882948790095667
"ANIMALIA",2008,"Data Deficient",2847,11106,3476,0.34471485652016,0.25634792004322,0.819044879171461
"ANIMALIA",2008,"Extinct",359,11106,428,0.043467732170965,0.0323248694399424,0.838785046728972
"ANIMALIA",2008,"Extinct in the Wild",13,11106,26,0.00157404044073132,0.00117053844768594,0.5
"ANIMALIA",2008,"Critically Endangered",804,11106,2043,0.0973483472575372,0.0723933009184225,0.393538913362702
"ANIMALIA",2008,"Lower Risk/conservation dependent",25,11106,205,0.00302700084756024,0.00225103547631911,0.121951219512195
"ANIMALIA",2008,"Lower Risk/least concern",82,11106,603,0.00992856277999758,0.00738339636232667,0.135986733001658
"ANIMALIA",2008,"Lower Risk/near threatened",227,11106,792,0.027485167695847,0.0204394021249775,0.286616161616162
"ANIMALIA",2008,"All Threatened",4244,11106,11421,0.513863663881826,0.382135782459932,0.371596182470887
"ANIMALIA",2009,"All Categories",13474,13474,23348,NA,1,0.577094397807093
"ANIMALIA",2009,"Near Threatened",693,13474,967,0.0699787943047561,0.0514323883033991,0.71664943123061
"ANIMALIA",2009,"Vulnerable",2191,13474,6159,0.22124608704433,0.162609470090545,0.355739568111706
"ANIMALIA",2009,"Endangered",1172,13474,3124,0.118347975361002,0.0869823363514918,0.375160051216389
"ANIMALIA",2009,"Least Concern",4205,13474,4655,0.424618802383116,0.312082529315719,0.903329752953813
"ANIMALIA",2009,"Data Deficient",3571,13474,4204,0.360597798646875,0.26502894463411,0.849429115128449
"ANIMALIA",2009,"Extinct",394,13474,463,0.0397859234575381,0.0292415021522933,0.85097192224622
"ANIMALIA",2009,"Extinct in the Wild",24,13474,37,0.00242350802787034,0.00178120825293157,0.648648648648649
"ANIMALIA",2009,"Critically Endangered",890,13474,2139,0.0898717560335252,0.0660531393795458,0.416082281439925
"ANIMALIA",2009,"Lower Risk/conservation dependent",25,13474,205,0.00252448752903161,0.00185542526347039,0.121951219512195
"ANIMALIA",2009,"Lower Risk/least concern",82,13474,603,0.00828031909522367,0.00608579486418287,0.135986733001658
"ANIMALIA",2009,"Lower Risk/near threatened",227,13474,792,0.022922346763607,0.0168472613923111,0.286616161616162
"ANIMALIA",2009,"All Threatened",4671,13474,11922,0.471675249924265,0.346667656226807,0.391796678409663
"ANIMALIA",2010,"All Categories",20828,20828,31679,NA,1,0.657470248429559
"ANIMALIA",2010,"Near Threatened",987,20828,1395,0.0629865985960434,0.0473881313616286,0.70752688172043
"ANIMALIA",2010,"Vulnerable",2707,20828,6852,0.17275047862157,0.129969272133666,0.395067133683596
"ANIMALIA",2010,"Endangered",1529,20828,3607,0.0975749840459477,0.0734107931630497,0.423897976157472
"ANIMALIA",2010,"Least Concern",8453,20828,9254,0.539438417358009,0.405847897061648,0.913442835530581
"ANIMALIA",2010,"Data Deficient",5158,20828,5880,0.329164007657945,0.24764739773382,0.877210884353742
"ANIMALIA",2010,"Extinct",416,20828,485,0.0265475430759413,0.0199731131169579,0.857731958762887
"ANIMALIA",2010,"Extinct in the Wild",24,20828,42,0.001531589023612,0.0011522949875168,0.571428571428571
"ANIMALIA",2010,"Critically Endangered",1220,20828,2564,0.0778557753669432,0.0585749951987709,0.47581903276131
"ANIMALIA",2010,"Lower Risk/conservation dependent",25,20828,205,0.00159540523292916,0.00120030727866334,0.121951219512195
"ANIMALIA",2010,"Lower Risk/least concern",82,20828,603,0.00523292916400766,0.00393700787401575,0.135986733001658
"ANIMALIA",2010,"Lower Risk/near threatened",227,20828,792,0.0144862795149968,0.0108987900902631,0.286616161616162
"ANIMALIA",2010,"All Threatened",5896,20828,13550,0.376260370134014,0.283080468599962,0.435129151291513
"ANIMALIA",2011,"All Categories",25366,25366,37733,NA,1,0.672249754856492
"ANIMALIA",2011,"Near Threatened",1329,25366,1835,0.0695047330160556,0.0523929669636521,0.72425068119891
"ANIMALIA",2011,"Vulnerable",3145,25366,7473,0.164478845248679,0.123984861625798,0.420848387528436
"ANIMALIA",2011,"Endangered",1804,25366,4046,0.0943465299932012,0.0711188204683434,0.445872466633712
"ANIMALIA",2011,"Least Concern",10613,25366,12112,0.555044192249359,0.418394701569029,0.876238441215324
"ANIMALIA",2011,"Data Deficient",6245,25366,7199,0.326604257099524,0.246195695024836,0.867481594665926
"ANIMALIA",2011,"Extinct",432,25366,506,0.0225929606192145,0.0170306709768982,0.853754940711462
"ANIMALIA",2011,"Extinct in the Wild",24,25366,45,0.00125516447884525,0.000946148387605456,0.533333333333333
"ANIMALIA",2011,"Critically Endangered",1440,25366,2917,0.0753098687307149,0.0567689032563274,0.493657867672266
"ANIMALIA",2011,"Lower Risk/conservation dependent",25,25366,205,0.00130746299879713,0.000985571237089017,0.121951219512195
"ANIMALIA",2011,"Lower Risk/least concern",82,25366,603,0.0042884786360546,0.00323267365765198,0.135986733001658
"ANIMALIA",2011,"Lower Risk/near threatened",227,25366,792,0.011871764029078,0.00894898683276827,0.286616161616162
"ANIMALIA",2011,"All Threatened",6845,25366,14987,0.357983369070655,0.269849404714973,0.456729165276573
"ANIMALIA",2012,"All Categories",28023,28023,41662,NA,1,0.672627334261437
"ANIMALIA",2012,"Near Threatened",1408,28023,2007,0.0675753503551545,0.0502444420654462,0.701544593921276
"ANIMALIA",2012,"Vulnerable",3264,28023,7688,0.156651948550586,0.116475752060807,0.424557752341311
"ANIMALIA",2012,"Endangered",1951,28023,4313,0.0936360145901325,0.0696213824358563,0.452353350336193
"ANIMALIA",2012,"Least Concern",11838,28023,14074,0.56815127663659,0.422438711058773,0.841125479607787
"ANIMALIA",2012,"Data Deficient",7187,28023,8254,0.344931848723363,0.256467901366734,0.870729343348679
"ANIMALIA",2012,"Extinct",441,28023,521,0.0211652908427721,0.0157370731185098,0.846449136276392
"ANIMALIA",2012,"Extinct in the Wild",24,28023,45,0.00115185256287195,0.000856439353388288,0.533333333333333
"ANIMALIA",2012,"Critically Endangered",1576,28023,3160,0.0756383182952582,0.0562395175391643,0.49873417721519
"ANIMALIA",2012,"Lower Risk/conservation dependent",25,28023,205,0.00119984641965828,0.000892124326446134,0.121951219512195
"ANIMALIA",2012,"Lower Risk/least concern",82,28023,603,0.00393549625647917,0.00292616779074332,0.135986733001658
"ANIMALIA",2012,"Lower Risk/near threatened",227,28023,792,0.0108946054904972,0.00810048888413089,0.286616161616162
"ANIMALIA",2012,"All Threatened",7256,28023,15727,0.34824342484162,0.258930164507726,0.46137216252305
"ANIMALIA",2013,"All Categories",32026,32026,47786,NA,1,0.670196291800946
"ANIMALIA",2013,"Near Threatened",1497,32026,2244,0.0628859483301827,0.0467432710922376,0.667112299465241
"ANIMALIA",2013,"Vulnerable",3514,32026,8123,0.147616047048939,0.109723349778305,0.432598793549181
"ANIMALIA",2013,"Endangered",2139,32026,4924,0.0898550724637681,0.06678948354462,0.434402924451665
"ANIMALIA",2013,"Least Concern",14179,32026,17477,0.595631169922285,0.442734028601761,0.811294844652973
"ANIMALIA",2013,"Data Deficient",8221,32026,9413,0.345347616047049,0.256697683132455,0.873366620631042
"ANIMALIA",2013,"Extinct",459,32026,539,0.0192816635160681,0.0143321051645538,0.851576994434137
"ANIMALIA",2013,"Extinct in the Wild",24,32026,45,0.00100819155639572,0.000749391119715231,0.533333333333333
"ANIMALIA",2013,"Critically Endangered",1659,32026,3421,0.0696912413358538,0.0518016611503154,0.484945922244958
"ANIMALIA",2013,"Lower Risk/conservation dependent",25,32026,205,0.0010501995379122,0.000780615749703366,0.121951219512195
"ANIMALIA",2013,"Lower Risk/least concern",82,32026,603,0.00344465448435203,0.00256041965902704,0.135986733001658
"ANIMALIA",2013,"Lower Risk/near threatened",227,32026,792,0.00953581180424281,0.00708799100730656,0.286616161616162
"ANIMALIA",2013,"All Threatened",7795,32026,17052,0.327452215921025,0.24339599075751,0.457131128313394
"ANIMALIA",2014,"All Categories",35784,35784,53132,NA,1,0.673492433938116
"ANIMALIA",2014,"Near Threatened",1732,35784,2571,0.0645979412203491,0.0484015202325061,0.67366783352781
"ANIMALIA",2014,"Vulnerable",3779,35784,8572,0.140944353274653,0.105605857366421,0.440853943070462
"ANIMALIA",2014,"Endangered",2455,35784,5496,0.0915634790392362,0.0686060809300246,0.446688500727802
"ANIMALIA",2014,"Least Concern",16110,35784,20063,0.600850365507982,0.450201207243461,0.8029706424762
"ANIMALIA",2014,"Data Deficient",8972,35784,10366,0.334626286737282,0.250726581712497,0.865521898514374
"ANIMALIA",2014,"Extinct",488,35784,578,0.0182008056094286,0.0136373798345629,0.844290657439446
"ANIMALIA",2014,"Extinct in the Wild",24,35784,53,0.000895121587348948,0.000670690811535882,0.452830188679245
"ANIMALIA",2014,"Critically Endangered",1890,35784,3833,0.0704908250037297,0.0528169014084507,0.493086355335247
"ANIMALIA",2014,"Lower Risk/conservation dependent",25,35784,205,0.000932418320155154,0.000698636262016544,0.121951219512195
"ANIMALIA",2014,"Lower Risk/least concern",82,35784,603,0.00305833209010891,0.00229152693941426,0.135986733001658
"ANIMALIA",2014,"Lower Risk/near threatened",227,35784,792,0.0084663583470088,0.00634361725911022,0.286616161616162
"ANIMALIA",2014,"All Threatened",8636,35784,18532,0.322094584514397,0.241336910350995,0.466004748543061
"ANIMALIA",2015,"All Categories",39293,39293,57750,NA,1,0.680398268398268
"ANIMALIA",2015,"Near Threatened",1814,39293,2718,0.0609256398199772,0.0461659837630112,0.667402501839588
"ANIMALIA",2015,"Vulnerable",3922,39293,8897,0.131725666689058,0.0998142162726185,0.440822749241317
"ANIMALIA",2015,"Endangered",2637,39293,5982,0.0885672062873648,0.0671111902883465,0.440822467402207
"ANIMALIA",2015,"Least Concern",18596,39293,22837,0.624571774031034,0.473264958135037,0.814292595349652
"ANIMALIA",2015,"Data Deficient",9519,39293,10936,0.319708470477598,0.2422568905403,0.870427944403804
"ANIMALIA",2015,"Extinct",494,39293,585,0.016591657150534,0.0125722138803349,0.844444444444444
"ANIMALIA",2015,"Extinct in the Wild",25,39293,55,0.000839658762678847,0.000636245641717354,0.454545454545455
"ANIMALIA",2015,"Critically Endangered",1952,39293,4140,0.0655605561899644,0.049678059705291,0.471497584541063
"ANIMALIA",2015,"Lower Risk/conservation dependent",25,39293,205,0.000839658762678847,0.000636245641717354,0.121951219512195
"ANIMALIA",2015,"Lower Risk/least concern",82,39293,603,0.00275408074158662,0.00208688570483292,0.135986733001658
"ANIMALIA",2015,"Lower Risk/near threatened",227,39293,792,0.00762410156512393,0.00577711042679358,0.286616161616162
