"TaxonName","Year","Journal","NumPapers","AllPapers","PropEffortAllTaxa","PropEffortSpecificTaxa"
"Animal","AllYears","AllJournals",1850,3210,0.576323987538941,0.7153905645785
"Animal","AllYears","Biological Conservation",672,984,0.682926829268293,0.766248574686431
"Animal","AllYears","Biodiversity and Conservation",477,984,0.484756097560976,0.585276073619632
"Animal","AllYears","Conservation Biology",589,984,0.598577235772358,0.794871794871795
"Animal","AllYears","Conservation Letters",112,258,0.434108527131783,0.73202614379085
"Animal","2000","AllJournals",106,201,0.527363184079602,0.697368421052632
"Animal","2001","AllJournals",126,201,0.626865671641791,0.736842105263158
"Animal","2002","AllJournals",115,201,0.572139303482587,0.688622754491018
"Animal","2003","AllJournals",133,201,0.661691542288557,0.743016759776536
"Animal","2004","AllJournals",111,201,0.552238805970149,0.656804733727811
"Animal","2005","AllJournals",131,202,0.648514851485149,0.708108108108108
"Animal","2006","AllJournals",124,201,0.616915422885572,0.729411764705882
"Animal","2007","AllJournals",118,201,0.587064676616915,0.670454545454545
"Animal","2008","AllJournals",131,201,0.651741293532338,0.761627906976744
"Animal","2009","AllJournals",101,200,0.505,0.677852348993289
"Animal","2010","AllJournals",104,199,0.522613065326633,0.742857142857143
"Animal","2011","AllJournals",111,199,0.557788944723618,0.730263157894737
"Animal","2012","AllJournals",117,201,0.582089552238806,0.704819277108434
"Animal","2013","AllJournals",94,201,0.467661691542289,0.671428571428571
"Animal","2014","AllJournals",113,201,0.562189054726368,0.758389261744966
"Animal","2015","AllJournals",115,199,0.577889447236181,0.771812080536913
"Animal","2000","Biological Conservation",37,67,0.552238805970149,0.672727272727273
"Animal","2001","Biological Conservation",48,67,0.716417910447761,0.761904761904762
"Animal","2002","Biological Conservation",44,67,0.656716417910448,0.733333333333333
"Animal","2003","Biological Conservation",52,67,0.776119402985075,0.825396825396825
"Animal","2004","Biological Conservation",47,67,0.701492537313433,0.758064516129032
"Animal","2005","Biological Conservation",51,68,0.75,0.761194029850746
"Animal","2006","Biological Conservation",49,67,0.73134328358209,0.830508474576271
"Animal","2007","Biological Conservation",52,67,0.776119402985075,0.8125
"Animal","2008","Biological Conservation",45,67,0.671641791044776,0.714285714285714
"Animal","2009","Biological Conservation",34,62,0.548387096774194,0.693877551020408
"Animal","2010","Biological Conservation",36,52,0.692307692307692,0.818181818181818
"Animal","2011","Biological Conservation",37,51,0.725490196078431,0.804347826086957
"Animal","2012","Biological Conservation",32,51,0.627450980392157,0.711111111111111
"Animal","2013","Biological Conservation",29,52,0.557692307692308,0.674418604651163
"Animal","2014","Biological Conservation",35,52,0.673076923076923,0.795454545454545
"Animal","2015","Biological Conservation",44,60,0.733333333333333,0.88
"Animal","2000","Biodiversity and Conservation",27,67,0.402985074626866,0.5625
"Animal","2001","Biodiversity and Conservation",38,67,0.567164179104478,0.655172413793103
"Animal","2002","Biodiversity and Conservation",28,67,0.417910447761194,0.509090909090909
"Animal","2003","Biodiversity and Conservation",35,67,0.522388059701492,0.603448275862069
"Animal","2004","Biodiversity and Conservation",26,67,0.388059701492537,0.5
"Animal","2005","Biodiversity and Conservation",37,67,0.552238805970149,0.587301587301587
"Animal","2006","Biodiversity and Conservation",36,67,0.537313432835821,0.610169491525424
"Animal","2007","Biodiversity and Conservation",29,67,0.432835820895522,0.508771929824561
"Animal","2008","Biodiversity and Conservation",40,67,0.597014925373134,0.689655172413793
"Animal","2009","Biodiversity and Conservation",35,62,0.564516129032258,0.648148148148148
"Animal","2010","Biodiversity and Conservation",24,52,0.461538461538462,0.631578947368421
"Animal","2011","Biodiversity and Conservation",22,51,0.431372549019608,0.511627906976744
"Animal","2012","Biodiversity and Conservation",24,51,0.470588235294118,0.545454545454545
"Animal","2013","Biodiversity and Conservation",23,52,0.442307692307692,0.575
"Animal","2014","Biodiversity and Conservation",23,53,0.433962264150943,0.58974358974359
"Animal","2015","Biodiversity and Conservation",30,60,0.5,0.612244897959184
"Animal","2000","Conservation Biology",42,67,0.626865671641791,0.857142857142857
"Animal","2001","Conservation Biology",40,67,0.597014925373134,0.8
"Animal","2002","Conservation Biology",43,67,0.641791044776119,0.826923076923077
"Animal","2003","Conservation Biology",46,67,0.686567164179104,0.793103448275862
"Animal","2004","Conservation Biology",38,67,0.567164179104478,0.690909090909091
"Animal","2005","Conservation Biology",43,67,0.641791044776119,0.781818181818182
"Animal","2006","Conservation Biology",39,67,0.582089552238806,0.75
"Animal","2007","Conservation Biology",37,67,0.552238805970149,0.672727272727273
"Animal","2008","Conservation Biology",46,67,0.686567164179104,0.901960784313726
"Animal","2009","Conservation Biology",27,63,0.428571428571429,0.675
"Animal","2010","Conservation Biology",27,52,0.519230769230769,0.84375
"Animal","2011","Conservation Biology",31,51,0.607843137254902,0.815789473684211
"Animal","2012","Conservation Biology",37,51,0.725490196078431,0.822222222222222
"Animal","2013","Conservation Biology",27,52,0.519230769230769,0.794117647058823
"Animal","2014","Conservation Biology",34,52,0.653846153846154,0.918918918918919
"Animal","2015","Conservation Biology",32,60,0.533333333333333,0.842105263157895
"Animal","2009","Conservation Letters",5,13,0.384615384615385,0.833333333333333
"Animal","2010","Conservation Letters",17,43,0.395348837209302,0.653846153846154
"Animal","2011","Conservation Letters",21,46,0.456521739130435,0.84
"Animal","2012","Conservation Letters",24,48,0.5,0.75
"Animal","2013","Conservation Letters",15,45,0.333333333333333,0.652173913043478
"Animal","2014","Conservation Letters",21,44,0.477272727272727,0.724137931034483
"Animal","2015","Conservation Letters",9,19,0.473684210526316,0.75
"Plant","AllYears","AllJournals",706,3210,0.21993769470405,0.273008507347254
"Plant","AllYears","Biological Conservation",203,984,0.20630081300813,0.231470923603193
"Plant","AllYears","Biodiversity and Conservation",313,984,0.318089430894309,0.384049079754601
"Plant","AllYears","Conservation Biology",149,984,0.151422764227642,0.201079622132254
"Plant","AllYears","Conservation Letters",41,258,0.158914728682171,0.26797385620915
"Plant","2000","AllJournals",43,201,0.213930348258706,0.282894736842105
"Plant","2001","AllJournals",45,201,0.223880597014925,0.263157894736842
"Plant","2002","AllJournals",50,201,0.248756218905473,0.29940119760479
"Plant","2003","AllJournals",45,201,0.223880597014925,0.251396648044693
"Plant","2004","AllJournals",58,201,0.288557213930348,0.343195266272189
"Plant","2005","AllJournals",52,202,0.257425742574257,0.281081081081081
"Plant","2006","AllJournals",46,201,0.228855721393035,0.270588235294118
"Plant","2007","AllJournals",57,201,0.283582089552239,0.323863636363636
"Plant","2008","AllJournals",38,201,0.189054726368159,0.22093023255814
"Plant","2009","AllJournals",48,200,0.24,0.322147651006711
"Plant","2010","AllJournals",35,199,0.175879396984925,0.25
"Plant","2011","AllJournals",39,199,0.195979899497487,0.256578947368421
"Plant","2012","AllJournals",41,201,0.203980099502488,0.246987951807229
"Plant","2013","AllJournals",44,201,0.218905472636816,0.314285714285714
"Plant","2014","AllJournals",33,201,0.164179104477612,0.221476510067114
"Plant","2015","AllJournals",32,199,0.160804020100503,0.214765100671141
"Plant","2000","Biological Conservation",18,67,0.26865671641791,0.327272727272727
"Plant","2001","Biological Conservation",15,67,0.223880597014925,0.238095238095238
"Plant","2002","Biological Conservation",16,67,0.238805970149254,0.266666666666667
"Plant","2003","Biological Conservation",11,67,0.164179104477612,0.174603174603175
"Plant","2004","Biological Conservation",15,67,0.223880597014925,0.241935483870968
"Plant","2005","Biological Conservation",16,68,0.235294117647059,0.238805970149254
"Plant","2006","Biological Conservation",10,67,0.149253731343284,0.169491525423729
"Plant","2007","Biological Conservation",12,67,0.17910447761194,0.1875
"Plant","2008","Biological Conservation",17,67,0.253731343283582,0.26984126984127
"Plant","2009","Biological Conservation",15,62,0.241935483870968,0.306122448979592
"Plant","2010","Biological Conservation",8,52,0.153846153846154,0.181818181818182
"Plant","2011","Biological Conservation",9,51,0.176470588235294,0.195652173913043
"Plant","2012","Biological Conservation",13,51,0.254901960784314,0.288888888888889
"Plant","2013","Biological Conservation",13,52,0.25,0.302325581395349
"Plant","2014","Biological Conservation",9,52,0.173076923076923,0.204545454545455
"Plant","2015","Biological Conservation",6,60,0.1,0.12
"Plant","2000","Biodiversity and Conservation",18,67,0.26865671641791,0.375
"Plant","2001","Biodiversity and Conservation",20,67,0.298507462686567,0.344827586206897
"Plant","2002","Biodiversity and Conservation",25,67,0.373134328358209,0.454545454545455
"Plant","2003","Biodiversity and Conservation",22,67,0.328358208955224,0.379310344827586
"Plant","2004","Biodiversity and Conservation",26,67,0.388059701492537,0.5
"Plant","2005","Biodiversity and Conservation",25,67,0.373134328358209,0.396825396825397
"Plant","2006","Biodiversity and Conservation",23,67,0.343283582089552,0.389830508474576
"Plant","2007","Biodiversity and Conservation",28,67,0.417910447761194,0.491228070175439
"Plant","2008","Biodiversity and Conservation",16,67,0.238805970149254,0.275862068965517
"Plant","2009","Biodiversity and Conservation",19,62,0.306451612903226,0.351851851851852
"Plant","2010","Biodiversity and Conservation",13,52,0.25,0.342105263157895
"Plant","2011","Biodiversity and Conservation",19,51,0.372549019607843,0.441860465116279
"Plant","2012","Biodiversity and Conservation",13,51,0.254901960784314,0.295454545454545
"Plant","2013","Biodiversity and Conservation",16,52,0.307692307692308,0.4
"Plant","2014","Biodiversity and Conservation",13,53,0.245283018867925,0.333333333333333
"Plant","2015","Biodiversity and Conservation",17,60,0.283333333333333,0.346938775510204
"Plant","2000","Conservation Biology",7,67,0.104477611940299,0.142857142857143
"Plant","2001","Conservation Biology",10,67,0.149253731343284,0.2
"Plant","2002","Conservation Biology",9,67,0.134328358208955,0.173076923076923
"Plant","2003","Conservation Biology",12,67,0.17910447761194,0.206896551724138
"Plant","2004","Conservation Biology",17,67,0.253731343283582,0.309090909090909
"Plant","2005","Conservation Biology",11,67,0.164179104477612,0.2
"Plant","2006","Conservation Biology",13,67,0.194029850746269,0.25
"Plant","2007","Conservation Biology",17,67,0.253731343283582,0.309090909090909
"Plant","2008","Conservation Biology",5,67,0.0746268656716418,0.0980392156862745
"Plant","2009","Conservation Biology",13,63,0.206349206349206,0.325
"Plant","2010","Conservation Biology",5,52,0.0961538461538462,0.15625
"Plant","2011","Conservation Biology",7,51,0.137254901960784,0.184210526315789
"Plant","2012","Conservation Biology",7,51,0.137254901960784,0.155555555555556
"Plant","2013","Conservation Biology",7,52,0.134615384615385,0.205882352941176
"Plant","2014","Conservation Biology",3,52,0.0576923076923077,0.0810810810810811
"Plant","2015","Conservation Biology",6,60,0.1,0.157894736842105
"Plant","2009","Conservation Letters",1,13,0.0769230769230769,0.166666666666667
"Plant","2010","Conservation Letters",9,43,0.209302325581395,0.346153846153846
"Plant","2011","Conservation Letters",4,46,0.0869565217391304,0.16
"Plant","2012","Conservation Letters",8,48,0.166666666666667,0.25
"Plant","2013","Conservation Letters",8,45,0.177777777777778,0.347826086956522
"Plant","2014","Conservation Letters",8,44,0.181818181818182,0.275862068965517
"Plant","2015","Conservation Letters",3,19,0.157894736842105,0.25
"Not applicable","AllYears","AllJournals",290,3210,0.0903426791277259,NA
"Not applicable","AllYears","Biological Conservation",36,984,0.0365853658536585,NA
"Not applicable","AllYears","Biodiversity and Conservation",60,984,0.0609756097560976,NA
"Not applicable","AllYears","Conservation Biology",121,984,0.122967479674797,NA
"Not applicable","AllYears","Conservation Letters",73,258,0.282945736434109,NA
"Not applicable","2000","AllJournals",30,201,0.149253731343284,NA
"Not applicable","2001","AllJournals",17,201,0.0845771144278607,NA
"Not applicable","2002","AllJournals",11,201,0.054726368159204,NA
"Not applicable","2003","AllJournals",8,201,0.0398009950248756,NA
"Not applicable","2004","AllJournals",15,201,0.0746268656716418,NA
"Not applicable","2005","AllJournals",5,202,0.0247524752475248,NA
"Not applicable","2006","AllJournals",6,201,0.0298507462686567,NA
"Not applicable","2007","AllJournals",9,201,0.0447761194029851,NA
"Not applicable","2008","AllJournals",11,201,0.054726368159204,NA
"Not applicable","2009","AllJournals",23,200,0.115,NA
"Not applicable","2010","AllJournals",30,199,0.150753768844221,NA
"Not applicable","2011","AllJournals",28,199,0.14070351758794,NA
"Not applicable","2012","AllJournals",15,201,0.0746268656716418,NA
"Not applicable","2013","AllJournals",36,201,0.17910447761194,NA
"Not applicable","2014","AllJournals",27,201,0.134328358208955,NA
"Not applicable","2015","AllJournals",19,199,0.0954773869346734,NA
"Not applicable","2000","Biological Conservation",8,67,0.119402985074627,NA
"Not applicable","2001","Biological Conservation",2,67,0.0298507462686567,NA
"Not applicable","2002","Biological Conservation",1,67,0.0149253731343284,NA
"Not applicable","2003","Biological Conservation",0,67,0,NA
"Not applicable","2004","Biological Conservation",3,67,0.0447761194029851,NA
"Not applicable","2005","Biological Conservation",0,68,0,NA
"Not applicable","2006","Biological Conservation",1,67,0.0149253731343284,NA
"Not applicable","2007","Biological Conservation",1,67,0.0149253731343284,NA
"Not applicable","2008","Biological Conservation",0,67,0,NA
"Not applicable","2009","Biological Conservation",6,62,0.0967741935483871,NA
"Not applicable","2010","Biological Conservation",0,52,0,NA
"Not applicable","2011","Biological Conservation",4,51,0.0784313725490196,NA
"Not applicable","2012","Biological Conservation",2,51,0.0392156862745098,NA
"Not applicable","2013","Biological Conservation",3,52,0.0576923076923077,NA
"Not applicable","2014","Biological Conservation",2,52,0.0384615384615385,NA
"Not applicable","2015","Biological Conservation",3,60,0.05,NA
"Not applicable","2000","Biodiversity and Conservation",13,67,0.194029850746269,NA
"Not applicable","2001","Biodiversity and Conservation",4,67,0.0597014925373134,NA
"Not applicable","2002","Biodiversity and Conservation",3,67,0.0447761194029851,NA
"Not applicable","2003","Biodiversity and Conservation",2,67,0.0298507462686567,NA
"Not applicable","2004","Biodiversity and Conservation",5,67,0.0746268656716418,NA
"Not applicable","2005","Biodiversity and Conservation",1,67,0.0149253731343284,NA
"Not applicable","2006","Biodiversity and Conservation",1,67,0.0149253731343284,NA
"Not applicable","2007","Biodiversity and Conservation",3,67,0.0447761194029851,NA
"Not applicable","2008","Biodiversity and Conservation",2,67,0.0298507462686567,NA
"Not applicable","2009","Biodiversity and Conservation",3,62,0.0483870967741935,NA
"Not applicable","2010","Biodiversity and Conservation",7,52,0.134615384615385,NA
"Not applicable","2011","Biodiversity and Conservation",3,51,0.0588235294117647,NA
"Not applicable","2012","Biodiversity and Conservation",1,51,0.0196078431372549,NA
"Not applicable","2013","Biodiversity and Conservation",5,52,0.0961538461538462,NA
"Not applicable","2014","Biodiversity and Conservation",4,53,0.0754716981132075,NA
"Not applicable","2015","Biodiversity and Conservation",3,60,0.05,NA
"Not applicable","2000","Conservation Biology",9,67,0.134328358208955,NA
"Not applicable","2001","Conservation Biology",11,67,0.164179104477612,NA
"Not applicable","2002","Conservation Biology",7,67,0.104477611940299,NA
"Not applicable","2003","Conservation Biology",6,67,0.0895522388059701,NA
"Not applicable","2004","Conservation Biology",7,67,0.104477611940299,NA
"Not applicable","2005","Conservation Biology",4,67,0.0597014925373134,NA
"Not applicable","2006","Conservation Biology",4,67,0.0597014925373134,NA
"Not applicable","2007","Conservation Biology",5,67,0.0746268656716418,NA
"Not applicable","2008","Conservation Biology",9,67,0.134328358208955,NA
"Not applicable","2009","Conservation Biology",11,63,0.174603174603175,NA
"Not applicable","2010","Conservation Biology",12,52,0.230769230769231,NA
"Not applicable","2011","Conservation Biology",6,51,0.117647058823529,NA
"Not applicable","2012","Conservation Biology",3,51,0.0588235294117647,NA
"Not applicable","2013","Conservation Biology",10,52,0.192307692307692,NA
"Not applicable","2014","Conservation Biology",9,52,0.173076923076923,NA
"Not applicable","2015","Conservation Biology",8,60,0.133333333333333,NA
"Not applicable","2009","Conservation Letters",3,13,0.230769230769231,NA
"Not applicable","2010","Conservation Letters",11,43,0.255813953488372,NA
"Not applicable","2011","Conservation Letters",15,46,0.326086956521739,NA
"Not applicable","2012","Conservation Letters",9,48,0.1875,NA
"Not applicable","2013","Conservation Letters",18,45,0.4,NA
"Not applicable","2014","Conservation Letters",12,44,0.272727272727273,NA
"Not applicable","2015","Conservation Letters",5,19,0.263157894736842,NA
"Multiple","AllYears","AllJournals",302,3210,0.0940809968847352,NA
"Multiple","AllYears","Biological Conservation",71,984,0.0721544715447155,NA
"Multiple","AllYears","Biodiversity and Conservation",93,984,0.0945121951219512,NA
"Multiple","AllYears","Conservation Biology",112,984,0.113821138211382,NA
"Multiple","AllYears","Conservation Letters",26,258,0.10077519379845,NA
"Multiple","2000","AllJournals",15,201,0.0746268656716418,NA
